article_id,url,title,section,in_training,word_count,dominant_topic,dominant_topic_prob,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,topic_6_prob,topic_7_prob,topic_8_prob,topic_9_prob,topic_10_prob,topic_11_prob,topic_12_prob,topic_13_prob,topic_14_prob
world/2021/jun/04/uk-regulator-approves-pfizer-covid-vaccine-for-12-to-15-year-olds,https://www.theguardian.com/world/2021/jun/04/uk-regulator-approves-pfizer-covid-vaccine-for-12-to-15-year-olds,UK regulator approves Pfizer Covid vaccine for 12- to 15-year-olds,World news,yes,570,12,0.8748,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001,0.0003,0.0001,0.0002,0.1233,0.0001,0.0002,0.8748,0.0002,0.0001
society/2021/oct/14/people-taking-statins-less-likely-to-die-from-covid-study-suggests,https://www.theguardian.com/society/2021/oct/14/people-taking-statins-less-likely-to-die-from-covid-study-suggests,"People taking statins less likely to die from Covid, study suggests",Society,yes,485,9,0.8129,0.0001,0.0001,0.0001,0.0693,0.0001,0.0001,0.0003,0.0001,0.0002,0.8129,0.0001,0.0002,0.1159,0.0002,0.0001
environment/2023/jan/18/cabbage-experiment-human-waste-faeces-fertiliser-aoe,https://www.theguardian.com/environment/2023/jan/18/cabbage-experiment-human-waste-faeces-fertiliser-aoe,Cabbage-growing experiment shows human waste can be good to use as fertiliser,Environment,yes,866,11,0.3426,0.0043,0.0001,0.0001,0.0002,0.3356,0.0001,0.0002,0.0001,0.0001,0.3163,0.0001,0.3426,0.0001,0.0001,0.0001
world/2021/apr/01/pfizer-vaccine-has-91-efficacy-for-up-to-six-months-trial-shows,https://www.theguardian.com/world/2021/apr/01/pfizer-vaccine-has-91-efficacy-for-up-to-six-months-trial-shows,"Pfizer vaccine has 91% efficacy for up to six months, trial shows",World news,yes,834,12,0.9165,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.082,0.0001,0.0001,0.9165,0.0001,0.0001
world/2021/feb/25/pfizer-covid-vaccine-94-effective-study-of-12m-people-finds,https://www.theguardian.com/world/2021/feb/25/pfizer-covid-vaccine-94-effective-study-of-12m-people-finds,"Pfizer Covid vaccine 94% effective in peer-reviewed, real-world mass study",World news,yes,921,12,0.8615,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.1373,0.0001,0.0001,0.8615,0.0001,0.0001
society/2021/sep/29/hrt-not-linked-to-increased-risk-of-dementia-says-study,https://www.theguardian.com/society/2021/sep/29/hrt-not-linked-to-increased-risk-of-dementia-says-study,"HRT not linked to increased risk of dementia, says study",Society,yes,582,9,0.7491,0.0001,0.0001,0.0001,0.2492,0.0001,0.0001,0.0002,0.0001,0.0001,0.7491,0.0001,0.0001,0.0001,0.0002,0.0001
global-development/2022/jan/20/nepal-hospital-trials-life-changing-treatment-for-leprosy-wounds,https://www.theguardian.com/global-development/2022/jan/20/nepal-hospital-trials-life-changing-treatment-for-leprosy-wounds,Nepal hospital trials ‘life-changing’ treatment for leprosy wounds,Global development,yes,470,9,0.9253,0.0002,0.0001,0.0002,0.0317,0.0002,0.0002,0.0004,0.0002,0.0002,0.9253,0.0002,0.0405,0.0001,0.0003,0.0002
uk-news/2021/jun/22/windmills-of-your-mind-viral-covid-jab-hack-placebo-effect-at-best-say-doctors,https://www.theguardian.com/uk-news/2021/jun/22/windmills-of-your-mind-viral-covid-jab-hack-placebo-effect-at-best-say-doctors,"Windmills of your mind: viral Covid jab ‘hack’ placebo effect at best, say doctors",UK news,yes,354,12,0.3806,0.0002,0.0002,0.0002,0.2832,0.0002,0.0002,0.0005,0.0002,0.0003,0.3331,0.0002,0.0003,0.3806,0.0003,0.0002
world/2020/dec/17/moderna-vaccine-coronavirus-covid-fda-recommendation-approval,https://www.theguardian.com/world/2020/dec/17/moderna-vaccine-coronavirus-covid-fda-recommendation-approval,Recommendation paves way for FDA authorization of Moderna Covid vaccine in US,World news,yes,926,12,0.7935,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.2053,0.0001,0.0001,0.7935,0.0001,0.0001
world/2020/jun/16/recovery-trial-for-covid-19-treatments-what-we-know-so-far,https://www.theguardian.com/world/2020/jun/16/recovery-trial-for-covid-19-treatments-what-we-know-so-far,Recovery trial for Covid-19 treatments: what we know so far,World news,yes,558,9,0.9974,0.0002,0.0001,0.0002,0.0003,0.0001,0.0001,0.0003,0.0001,0.0002,0.9974,0.0002,0.0002,0.0001,0.0002,0.0001
world/2021/mar/31/pfizer-covid-biontech-vaccine-safe-effective-children,https://www.theguardian.com/world/2021/mar/31/pfizer-covid-biontech-vaccine-safe-effective-children,Pfizer finds Covid vaccine safe and effective for children 12 to 15,World news,yes,606,12,0.7468,0.0001,0.0001,0.0001,0.1144,0.0001,0.0001,0.0003,0.0001,0.0002,0.137,0.0001,0.0002,0.7468,0.0002,0.0001
world/2020/apr/22/hydroxychloroquine-coronavirus-scientific-studies-research,https://www.theguardian.com/world/2020/apr/22/hydroxychloroquine-coronavirus-scientific-studies-research,Hydroxychloroquine and coronavirus: a guide to the scientific studies so far,World news,yes,1498,9,0.9611,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.9611,0.0,0.0001,0.0382,0.0001,0.0
world/2020/dec/09/pfizer-covid-vaccine-nhs-extreme-allergy-sufferers-regulators-reaction,https://www.theguardian.com/world/2020/dec/09/pfizer-covid-vaccine-nhs-extreme-allergy-sufferers-regulators-reaction,NHS told not to give Covid vaccine to those with history of allergic reactions,World news,yes,744,12,0.5611,0.0001,0.0001,0.0001,0.1319,0.0001,0.0001,0.0002,0.0277,0.0267,0.2514,0.0001,0.0001,0.5611,0.0002,0.0001
society/2021/jun/18/ex-novavax-covid-vaccine-guinea-pig-relieved-first-authorised-jab,https://www.theguardian.com/society/2021/jun/18/ex-novavax-covid-vaccine-guinea-pig-relieved-first-authorised-jab,"As an ex-Covid vaccine guinea pig, I’m relieved to have had my first jab | Francis Beckett",Society,yes,578,12,0.7288,0.0318,0.0001,0.0002,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.2369,0.0002,0.0002,0.7288,0.0003,0.0001
society/2021/mar/28/what-does-modernas-covid-jab-mean-for-the-uk-vaccine-rollout,https://www.theguardian.com/society/2021/mar/28/what-does-modernas-covid-jab-mean-for-the-uk-vaccine-rollout,What does Moderna's Covid jab mean for the UK vaccine rollout?,Society,yes,1226,12,0.9525,0.0001,0.0,0.0001,0.0152,0.0001,0.0001,0.0189,0.0001,0.0001,0.0127,0.0001,0.0001,0.9525,0.0001,0.0001
society/2021/sep/19/use-of-10p-statins-in-organ-donation-could-save-thousands-of-lives,https://www.theguardian.com/society/2021/sep/19/use-of-10p-statins-in-organ-donation-could-save-thousands-of-lives,Use of 10p statins in organ donation ‘could save thousands of lives’,Society,yes,951,9,0.9748,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.024,0.9748,0.0001,0.0001,0.0001,0.0001,0.0001
world/2021/may/27/uk-doctor-abortion-reversal-medication,https://www.theguardian.com/world/2021/may/27/uk-doctor-abortion-reversal-medication,UK-based doctor under investigation over abortion ‘reversal’ medication,World news,yes,887,9,0.5644,0.0001,0.0991,0.0993,0.0002,0.0001,0.0245,0.0002,0.0001,0.0001,0.5644,0.0001,0.0001,0.0001,0.0647,0.1471
science/2021/may/19/covid-booster-trial-will-give-third-vaccine-dose-to-uk-volunteers,https://www.theguardian.com/science/2021/may/19/covid-booster-trial-will-give-third-vaccine-dose-to-uk-volunteers,Covid ‘booster’ trial will give third vaccine dose to UK volunteers,Science,yes,719,12,0.9982,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.9982,0.0002,0.0001
world/2020/apr/15/macron-urges-on-trials-of-controversial-coronavirus-drug,https://www.theguardian.com/world/2020/apr/15/macron-urges-on-trials-of-controversial-coronavirus-drug,Macron calls for clinical trials of controversial coronavirus 'cure',World news,yes,780,9,0.6834,0.1847,0.0732,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.6834,0.0001,0.0001,0.0574,0.0001,0.0001
world/2021/apr/20/the-drugs-that-could-stop-covid-causing-serious-illness,https://www.theguardian.com/world/2021/apr/20/the-drugs-that-could-stop-covid-causing-serious-illness,The drugs that have shown promise in treating Covid,World news,yes,619,9,0.9005,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001,0.0003,0.0001,0.0002,0.9005,0.0001,0.0002,0.0975,0.0002,0.0001
politics/2021/jul/18/questions-grow-pilot-scheme-boris-johnson-rishi-sunak-covid-self-isolation-u-turn,https://www.theguardian.com/politics/2021/jul/18/questions-grow-pilot-scheme-boris-johnson-rishi-sunak-covid-self-isolation-u-turn,Questions grow over pilot scheme after Johnson and Sunak isolation U-turn,Politics,yes,965,14,0.2311,0.0001,0.0001,0.0001,0.1784,0.0001,0.0001,0.2285,0.0001,0.0001,0.0001,0.2085,0.0001,0.1527,0.0001,0.2311
society/2022/oct/13/long-covid-patient-testimony,https://www.theguardian.com/society/2022/oct/13/long-covid-patient-testimony,‘It felt like I was never going to get better’: patients navigating long Covid,Society,yes,3736,9,0.6778,0.0,0.0,0.0,0.3054,0.0,0.0,0.0,0.0,0.0,0.6778,0.0,0.0,0.0164,0.0,0.0
science/2020/jun/05/vitamin-k-could-help-fight-coronavirus-study-suggests,https://www.theguardian.com/science/2020/jun/05/vitamin-k-could-help-fight-coronavirus-study-suggests,"Vitamin K found in some cheeses could help fight Covid-19, study suggests",Science,yes,499,9,0.7787,0.0002,0.0001,0.0002,0.1796,0.0002,0.0002,0.0004,0.0002,0.0002,0.7787,0.0002,0.0395,0.0001,0.0003,0.0002
world/2020/apr/06/hydroxychloroquine-trump-coronavirus-drug,https://www.theguardian.com/world/2020/apr/06/hydroxychloroquine-trump-coronavirus-drug,Hydroxychloroquine: how an unproven drug became Trump’s coronavirus 'miracle cure',World news,yes,3065,9,0.7222,0.0699,0.1127,0.0633,0.0039,0.0,0.0,0.0001,0.0,0.0,0.7222,0.0,0.0,0.0277,0.0,0.0
world/2020/dec/25/uk-scientists-trial-drug-to-prevent-coronavirus-infection-leading-to-disease,https://www.theguardian.com/world/2020/dec/25/uk-scientists-trial-drug-to-prevent-coronavirus-infection-leading-to-disease,UK scientists trial drug to prevent infection that leads to Covid,World news,yes,1061,12,0.4994,0.0001,0.0001,0.0001,0.0446,0.0001,0.0001,0.0002,0.0001,0.0001,0.433,0.0222,0.0001,0.4994,0.0001,0.0001
science/2020/feb/03/key-hiv-vaccine-trial-in-south-africa-ends-because-of-poor-results,https://www.theguardian.com/science/2020/feb/03/key-hiv-vaccine-trial-in-south-africa-ends-because-of-poor-results,Key HIV vaccine trial in South Africa ends because of poor results,Society,yes,525,12,0.9976,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001,0.0003,0.0001,0.0002,0.0002,0.0001,0.0002,0.9976,0.0002,0.0001
world/2020/sep/18/is-covid-end-closer-than-we-think,https://www.theguardian.com/world/2020/sep/18/is-covid-end-closer-than-we-think,Is Covid’s end closer than we think? | Letters,World news,yes,379,12,0.5527,0.0002,0.0002,0.0002,0.0729,0.0236,0.0002,0.0004,0.0002,0.0002,0.3484,0.0002,0.0002,0.5527,0.0003,0.0002
australia-news/2021/jun/30/i-felt-betrayed-how-covid-research-could-help-patients-living-with-chronic-fatigue-syndrome,https://www.theguardian.com/australia-news/2021/jun/30/i-felt-betrayed-how-covid-research-could-help-patients-living-with-chronic-fatigue-syndrome,‘I felt betrayed’: how Covid research could help patients living with chronic fatigue syndrome,Australia news,yes,1970,9,0.6673,0.0,0.0109,0.0,0.2458,0.0,0.0,0.0001,0.0,0.0,0.6673,0.0,0.0,0.0755,0.0001,0.0
us-news/2020/dec/11/first-thing-texas-baseless-election-lawsuit,https://www.theguardian.com/us-news/2020/dec/11/first-thing-texas-baseless-election-lawsuit,States take Texas to task over 'baseless' election lawsuit | First Thing,US news,yes,1132,4,0.272,0.0001,0.2541,0.0596,0.0001,0.272,0.1772,0.0001,0.0131,0.0001,0.0001,0.0001,0.0978,0.1254,0.0001,0.0001
world/2020/oct/23/covid-19-blood-plasma-therapy-has-limited-effect-study-finds,https://www.theguardian.com/world/2020/oct/23/covid-19-blood-plasma-therapy-has-limited-effect-study-finds,"Covid-19 blood plasma therapy has limited effect, study finds",World news,yes,593,9,0.9429,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9429,0.0001,0.0001,0.0554,0.0002,0.0001
world/2020/dec/10/coronavirus-covid-pfizer-biontech-vaccine-fda-panel,https://www.theguardian.com/world/2020/dec/10/coronavirus-covid-pfizer-biontech-vaccine-fda-panel,FDA advisory panel recommends approval of Pfizer Covid vaccine for emergency use,World news,yes,1048,12,0.8909,0.0001,0.0369,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0711,0.0001,0.0001,0.8909,0.0001,0.0001
world/2020/dec/30/how-well-does-the-oxford-vaccine-work-what-we-know-so-far,https://www.theguardian.com/world/2020/dec/30/how-well-does-the-oxford-vaccine-work-what-we-know-so-far,How well does the Oxford vaccine work? What we know so far,World news,yes,830,12,0.9188,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0797,0.0001,0.0001,0.9188,0.0001,0.0001
australia-news/2021/jun/28/health-systems-should-be-prepared-doctors-brace-for-tsunami-of-long-covid,https://www.theguardian.com/australia-news/2021/jun/28/health-systems-should-be-prepared-doctors-brace-for-tsunami-of-long-covid,‘Health systems should be prepared’: doctors brace for tsunami of long Covid,Australia news,yes,1985,9,0.6862,0.0,0.0,0.0,0.1282,0.0,0.0,0.0001,0.0,0.0,0.6862,0.0,0.0,0.1851,0.0001,0.0
science/2020/nov/07/aspirin-tested-uk-coronavirus-treatment-recovery-blood-clot,https://www.theguardian.com/science/2020/nov/07/aspirin-tested-uk-coronavirus-treatment-recovery-blood-clot,Aspirin to be tested in UK as potential coronavirus treatment,World news,yes,417,9,0.9974,0.0002,0.0001,0.0002,0.0003,0.0002,0.0001,0.0003,0.0001,0.0002,0.9974,0.0002,0.0002,0.0001,0.0002,0.0001
world/2020/jul/26/us-failures-are-holding-back-search-for-coronavirus-drugs,https://www.theguardian.com/world/2020/jul/26/us-failures-are-holding-back-search-for-coronavirus-drugs,US ‘failures’ are holding back search for coronavirus drugs,World news,yes,592,9,0.9979,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001,0.0003,0.0001,0.0002,0.9979,0.0001,0.0002,0.0001,0.0002,0.0001
world/2020/nov/09/covid-19-vaccine-candidate-effective-pfizer-biontech,https://www.theguardian.com/world/2020/nov/09/covid-19-vaccine-candidate-effective-pfizer-biontech,Hopes rise for end of pandemic as Pfizer says vaccine has 90% efficacy,World news,yes,1330,12,0.7348,0.0483,0.0396,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.1765,0.0001,0.0001,0.7348,0.0001,0.0
world/2021/mar/09/vitamin-d-supplements-may-offer-no-covid-benefits-data-suggests,https://www.theguardian.com/world/2021/mar/09/vitamin-d-supplements-may-offer-no-covid-benefits-data-suggests,"Vitamin D supplements may offer no Covid benefits, data suggests",World news,yes,830,3,0.5871,0.0001,0.0001,0.0001,0.5871,0.0001,0.0001,0.0002,0.0001,0.0001,0.3251,0.0001,0.0001,0.0866,0.0001,0.0001
world/2020/aug/24/six-of-the-most-promising-treatments-for-covid-19-so-far,https://www.theguardian.com/world/2020/aug/24/six-of-the-most-promising-treatments-for-covid-19-so-far,Six of the most promising treatments for Covid-19 so far,World news,yes,778,9,0.979,0.0001,0.0195,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.979,0.0001,0.0001,0.0001,0.0001,0.0001
world/2020/jun/05/hydroxychloroquine-does-not-cure-covid-19-say-drug-trial-chiefs,https://www.theguardian.com/world/2020/jun/05/hydroxychloroquine-does-not-cure-covid-19-say-drug-trial-chiefs,"Hydroxychloroquine does not cure Covid-19, say drug trial chiefs",World news,yes,538,9,0.9197,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001,0.0003,0.0001,0.0782,0.9197,0.0001,0.0002,0.0001,0.0002,0.0001
world/2020/jun/03/hydroxychloroquine-no-better-than-placebo-study-finds,https://www.theguardian.com/world/2020/jun/03/hydroxychloroquine-no-better-than-placebo-study-finds,"Hydroxychloroquine no better than placebo, Covid-19 study finds",World news,yes,544,9,0.7163,0.0002,0.0001,0.0098,0.0003,0.0001,0.0001,0.0003,0.0001,0.0002,0.7163,0.0001,0.0002,0.2718,0.0002,0.0001
global-development/2020/jun/25/viruses-do-not-take-breaks-heres-what-the-world-can-learn-from-how-the-drc-beat-ebola,https://www.theguardian.com/global-development/2020/jun/25/viruses-do-not-take-breaks-heres-what-the-world-can-learn-from-how-the-drc-beat-ebola,Viruses do not take breaks. The world can learn from how the DRC is beating Ebola,Global development,yes,685,12,0.5909,0.0001,0.0001,0.0001,0.2873,0.0001,0.0001,0.0002,0.0001,0.0001,0.0858,0.0001,0.0347,0.5909,0.0002,0.0001
world/2020/apr/17/ftse100-optimism-potential-coronavirus-drug-remdesivir,https://www.theguardian.com/world/2020/apr/17/ftse100-optimism-potential-coronavirus-drug-remdesivir,FTSE 100 boosted amid optimism over potential coronavirus drug,World news,yes,718,9,0.7364,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.143,0.0001,0.0001,0.7364,0.0761,0.0001,0.0432,0.0002,0.0001
us-news/2020/aug/25/oleandrin-covid-19-mike-lindell-trump-phoenix,https://www.theguardian.com/us-news/2020/aug/25/oleandrin-covid-19-mike-lindell-trump-phoenix,Oleandrin: Trump allies pitch extract from poisonous plant to fight Covid,US news,yes,793,9,0.7141,0.0001,0.1415,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0554,0.7141,0.0001,0.0878,0.0001,0.0001,0.0001
environment/2022/jan/20/joshua-trees-climate-crisis-wildfires,https://www.theguardian.com/environment/2022/jan/20/joshua-trees-climate-crisis-wildfires,‘Like witnessing a birth in a morgue’: the volunteers working to save the Joshua trees,Environment,yes,1810,12,0.4126,0.0,0.0,0.0,0.0625,0.2547,0.0,0.0114,0.0,0.0001,0.0001,0.0,0.2584,0.4126,0.0001,0.0
science/2020/sep/28/there-is-a-fear-that-this-will-eradicate-dwarfism-the-controversy-over-a-new-growth-drug,https://www.theguardian.com/science/2020/sep/28/there-is-a-fear-that-this-will-eradicate-dwarfism-the-controversy-over-a-new-growth-drug,‘There is a fear that this will eradicate dwarfism’: the controversy over a new growth drug,Science,yes,2344,9,0.5823,0.0408,0.0,0.0,0.3762,0.0,0.0,0.0001,0.0,0.0001,0.5823,0.0,0.0001,0.0,0.0001,0.0
australia-news/2020/aug/13/what-is-ivermectin-and-should-we-be-using-it-to-treat-covid-19,https://www.theguardian.com/australia-news/2020/aug/13/what-is-ivermectin-and-should-we-be-using-it-to-treat-covid-19,"What is ivermectin, and should we be using it to treat Covid-19?",Australia news,yes,1651,9,0.7676,0.0001,0.0,0.0001,0.0454,0.0001,0.0038,0.0001,0.0,0.0001,0.7676,0.0001,0.0001,0.1826,0.0001,0.0
environment/2021/mar/22/sharks-critical-restoring-climate-damaged-ecosystems-study,https://www.theguardian.com/environment/2021/mar/22/sharks-critical-restoring-climate-damaged-ecosystems-study,"Sharks ‘critical’ to restoring damaged ecosystems, finds study",Environment,yes,507,11,0.4201,0.0002,0.0662,0.0002,0.415,0.0002,0.0002,0.0003,0.0001,0.0869,0.0002,0.0099,0.4201,0.0001,0.0003,0.0001
world/2020/apr/07/plasma-from-coronavirus-survivors-found-to-help-severely-ill-patients,https://www.theguardian.com/world/2020/apr/07/plasma-from-coronavirus-survivors-found-to-help-severely-ill-patients,Plasma from coronavirus survivors found to help severely ill patients,World news,yes,618,9,0.9537,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9537,0.0001,0.0001,0.0445,0.0002,0.0001
careers/2020/may/07/ai-and-me-friendship-chatbots-are-on-the-rise-but-is-there-a-gendered-design-flaw,https://www.theguardian.com/careers/2020/may/07/ai-and-me-friendship-chatbots-are-on-the-rise-but-is-there-a-gendered-design-flaw,"AI and me: friendship chatbots are on the rise, but is there a gendered design flaw?",Guardian Careers,yes,1112,0,0.3385,0.3385,0.0001,0.0709,0.232,0.0001,0.0557,0.0002,0.1572,0.0001,0.1449,0.0001,0.0001,0.0001,0.0001,0.0001
world/2020/jun/19/coronavirus-the-week-explained,https://www.theguardian.com/world/2020/jun/19/coronavirus-the-week-explained,Coronavirus: the week explained - 19 June,World news,yes,907,3,0.2781,0.0001,0.0001,0.0001,0.2781,0.0001,0.0527,0.1371,0.0384,0.0001,0.1276,0.1682,0.0001,0.1972,0.0001,0.0001
world/2020/jun/03/how-were-medical-journals-and-who-caught-out-over-hydroxychloroquine,https://www.theguardian.com/world/2020/jun/03/how-were-medical-journals-and-who-caught-out-over-hydroxychloroquine,How were medical journals and WHO caught out over hydroxychloroquine?,World news,yes,929,9,0.8889,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.1097,0.8889,0.0001,0.0001,0.0001,0.0001,0.0001
world/2020/jun/16/steroid-found-to-help-prevent-deaths-of-sickest-coronavirus-patients,https://www.theguardian.com/world/2020/jun/16/steroid-found-to-help-prevent-deaths-of-sickest-coronavirus-patients,Dexamethasone: low-cost drug helps prevent deaths of sickest coronavirus patients,World news,yes,1035,9,0.9438,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9438,0.0001,0.0001,0.0001,0.0001,0.055
world/2020/apr/29/remdesivir-coronavirus-drug-experimental,https://www.theguardian.com/world/2020/apr/29/remdesivir-coronavirus-drug-experimental,Remdesivir: early findings on experimental coronavirus drug offer 'quite good news',World news,yes,890,9,0.9986,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9986,0.0001,0.0001,0.0001,0.0001,0.0001
world/2020/apr/30/remdesivir-the-antiviral-drug-is-being-touted-as-a-possible-coronavirus-treatment-but-will-it-work,https://www.theguardian.com/world/2020/apr/30/remdesivir-the-antiviral-drug-is-being-touted-as-a-possible-coronavirus-treatment-but-will-it-work,Remdesivir: the antiviral drug is being touted as a possible coronavirus treatment – but will it work?,World news,yes,1016,9,0.894,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.894,0.0001,0.0001,0.1048,0.0001,0.0001
society/2020/aug/30/how-the-race-for-a-covid-19-vaccine-got-dirty,https://www.theguardian.com/society/2020/aug/30/how-the-race-for-a-covid-19-vaccine-got-dirty,How the race for a Covid-19 vaccine is getting dirty,Society,yes,2636,12,0.692,0.0,0.0039,0.0,0.0001,0.0,0.0494,0.0785,0.0,0.0,0.1758,0.0,0.0,0.692,0.0,0.0
science/2021/apr/10/why-are-there-still-so-few-black-scientists-in-the-uk,https://www.theguardian.com/science/2021/apr/10/why-are-there-still-so-few-black-scientists-in-the-uk,Why are there still so few black scientists in the UK?,Science,yes,3093,3,0.4788,0.4274,0.0,0.0,0.4788,0.0,0.0,0.0001,0.0,0.0572,0.0,0.0,0.0363,0.0,0.0,0.0
education/2020/feb/27/too-few-counsellors-on-campus-why-students-are-turning-to-mental-health-apps,https://www.theguardian.com/education/2020/feb/27/too-few-counsellors-on-campus-why-students-are-turning-to-mental-health-apps,Too few counsellors on campus: why students are turning to mental health apps,Education,yes,921,3,0.9987,0.0001,0.0001,0.0001,0.9987,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
world/2020/apr/29/coronavirus-latest-at-a-glance-29-april,https://www.theguardian.com/world/2020/apr/29/coronavirus-latest-at-a-glance-29-april,Coronavirus 29 April: at a glance,World news,yes,659,12,0.2241,0.0001,0.0001,0.0001,0.1256,0.0001,0.1767,0.0972,0.0001,0.0001,0.1695,0.0966,0.0001,0.2241,0.0002,0.1094
world/2020/apr/13/australian-researchers-a-few-weeks-from-clinical-trial-results-for-coronavirus-treatment,https://www.theguardian.com/world/2020/apr/13/australian-researchers-a-few-weeks-from-clinical-trial-results-for-coronavirus-treatment,Australian researchers 'a few weeks' from clinical trial results for coronavirus treatment,World news,yes,619,9,0.4264,0.0001,0.0001,0.0001,0.1156,0.0001,0.0001,0.0003,0.0001,0.0002,0.4264,0.038,0.0002,0.4184,0.0002,0.0001
uk-news/2019/nov/05/mindful-policing-uk-staff-to-receive-meditation-lessons,https://www.theguardian.com/uk-news/2019/nov/05/mindful-policing-uk-staff-to-receive-meditation-lessons,Stop and breathe: police staff offered meditation lessons,UK news,yes,602,3,0.5692,0.0135,0.0001,0.0001,0.5692,0.0001,0.0001,0.0002,0.0001,0.0001,0.2091,0.0001,0.0001,0.0001,0.1798,0.0271
science/2020/may/17/possible-breakthrough-in-coronavirus-related-syndrome-in-children,https://www.theguardian.com/science/2020/may/17/possible-breakthrough-in-coronavirus-related-syndrome-in-children,Doctors raise hopes of blood test for children with coronavirus-linked syndrome,Science,yes,769,9,0.6924,0.0001,0.0001,0.0001,0.3061,0.0001,0.0001,0.0002,0.0001,0.0001,0.6924,0.0001,0.0001,0.0001,0.0002,0.0001
society/2019/nov/03/breast-cancer-blood-test-detects-years-earlier,https://www.theguardian.com/society/2019/nov/03/breast-cancer-blood-test-detects-years-earlier,Breast cancer may be detected by blood test five years before clinical signs show,Society,yes,654,9,0.9867,0.0001,0.0001,0.0001,0.0118,0.0001,0.0001,0.0002,0.0001,0.0001,0.9867,0.0001,0.0001,0.0001,0.0002,0.0001
science/2020/may/22/hydroxychloroquine-trumps-covid-19-cure-increases-deaths-global-study-finds,https://www.theguardian.com/science/2020/may/22/hydroxychloroquine-trumps-covid-19-cure-increases-deaths-global-study-finds,"Hydroxychloroquine: Trump's Covid-19 'cure' increases deaths, global study finds",Science,yes,807,9,0.9983,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9983,0.0001,0.0001,0.0001,0.0002,0.0001
environment/2020/feb/19/getting-a-proper-grip-on-flooding-problems,https://www.theguardian.com/environment/2020/feb/19/getting-a-proper-grip-on-flooding-problems,Getting a proper grip on flooding problems | Letters,Environment,yes,1210,11,0.4108,0.0001,0.0,0.042,0.0001,0.2543,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4108,0.292,0.0001,0.0001
society/2018/jul/05/uks-top-surgeon-calls-new-procedures-undergo-clinical-trials,https://www.theguardian.com/society/2018/jul/05/uks-top-surgeon-calls-new-procedures-undergo-clinical-trials,UK's top surgeon calls for new procedures to undergo clinical trials,Society,yes,798,9,0.9181,0.0001,0.0001,0.0001,0.057,0.0001,0.0001,0.0002,0.0001,0.0237,0.9181,0.0001,0.0001,0.0001,0.0001,0.0001
society/2020/mar/19/uk-drive-develop-coronavirus-vaccine-science,https://www.theguardian.com/society/2020/mar/19/uk-drive-develop-coronavirus-vaccine-science,Trials to begin on Covid-19 vaccine in UK next month,Society,yes,1020,12,0.757,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.2418,0.0001,0.0001,0.757,0.0001,0.0001
australia-news/2020/apr/22/fears-australian-military-personnel-will-be-harmed-by-coronavirus-drug-trials,https://www.theguardian.com/australia-news/2020/apr/22/fears-australian-military-personnel-will-be-harmed-by-coronavirus-drug-trials,Fears Australian military personnel will be harmed by coronavirus drug trials,Australia news,yes,1209,9,0.7049,0.0001,0.0,0.0001,0.0001,0.0001,0.0248,0.0001,0.0001,0.2694,0.7049,0.0001,0.0001,0.0001,0.0001,0.0001
